-4.236976258750920721e+01,2.805634757154451542e+00,3.075614085857456104e+00,3.357082454353365275e+00,2.865034566705228158e+00,2.913576498021200223e+00,3.052498239372170019e+00,3.040877814701747894e+00,2.784002864624810059e+00,2.792167148847898517e+00,3.702812130854381323e+00,3.047839639407995627e+00,3.783888160245627130e+00,4.348321351392534950e+00,3.291926714011090382e+00,3.142881905319086400e+00,3.894587166268201450e+00,3.169750633565602271e+00,3.195151863612493592e+00,3.610864248516747921e+00,3.088930677599420527e+00,2.676486580980526497e+00,3.110390011118929987e+00,3.483610843890148967e+00,2.650875041715051950e+00,2.958791125488398954e+00,2.976378121976890334e+00,2.664088873271203362e+00,3.003430020342660711e+00,3.054297504308616240e+00
2.805634757154451542e+00,-4.214149753142424970e+01,2.988399177223363345e+00,3.265981696475739327e+00,3.057236815425731002e+00,3.033260041439955756e+00,3.105093345740366217e+00,3.030207175417792165e+00,2.987625760579895484e+00,2.980933065238326130e+00,3.747230859293008365e+00,3.221926290314488739e+00,3.848668927994942202e+00,4.362452473689660160e+00,3.500881860756644315e+00,3.287493911440265926e+00,4.049987317627143035e+00,3.288903353611457803e+00,3.372763546903211562e+00,3.807732081709525929e+00,3.044548133111977251e+00,2.952486641730113881e+00,3.076218884307063917e+00,3.418544426071280284e+00,2.882856638454619258e+00,3.114565935261625285e+00,3.052778986285638929e+00,2.683643470803495745e+00,3.219295245944585382e+00,3.290516274695349352e+00
3.075614085857456104e+00,2.988399177223363345e+00,-4.239176318093023355e+01,3.325363130522523747e+00,2.868161693431087400e+00,2.897168814800956227e+00,3.052549535974607764e+00,3.043666914419290492e+00,2.776594037168240270e+00,2.779760652980588276e+00,3.699812625480701112e+00,3.029000816430584386e+00,3.777446682304833381e+00,4.340381262978912247e+00,3.271362441112161790e+00,3.115775040318207623e+00,3.874325653302914674e+00,3.151101510626191704e+00,3.180105455937157544e+00,3.582203468321578654e+00,3.106397796242187148e+00,2.663470927923508924e+00,3.117347815710583614e+00,3.488963568561505468e+00,2.647757985654492607e+00,2.955478271267127255e+00,2.977970200862417371e+00,2.672380842733570461e+00,3.002805156676085829e+00,3.051593487195885857e+00
3.357082454353365275e+00,3.265981696475739327e+00,3.325363130522523747e+00,-4.236531052605914738e+01,2.875680190537986292e+00,2.918849963478233889e+00,3.060568162391689384e+00,3.053134031900041734e+00,2.798773003104628287e+00,2.794832439594817863e+00,3.709827399004621995e+00,3.057750396688407868e+00,3.788217881373951101e+00,4.357483549455735350e+00,3.306766386110707501e+00,3.144892219206989026e+00,3.899967219433857046e+00,3.182561399598890617e+00,3.212789546546860109e+00,3.615831854526245337e+00,3.096594803226004444e+00,2.688821990503788228e+00,3.111261813215633332e+00,3.485463921263780573e+00,2.654436546083216442e+00,2.955314297541545621e+00,2.990661586599355104e+00,2.670087869292619764e+00,3.012984742935640448e+00,3.057857593357248938e+00
2.865034566705228158e+00,3.057236815425731002e+00,2.868161693431087400e+00,2.875680190537986292e+00,-4.208746325626837148e+01,3.084724651913049343e+00,3.131200283174067067e+00,3.068446660998443321e+00,3.080414304657520752e+00,3.000535051591460167e+00,3.809837755915950197e+00,3.286390923105375172e+00,3.898502041923181061e+00,4.388907093181734886e+00,3.533684348319770407e+00,3.355616515929970234e+00,4.083453383417054106e+00,3.367662441001128215e+00,3.431873049198596703e+00,3.871125426301243344e+00,3.032936283755940821e+00,2.870530638906377163e+00,3.080754328068485037e+00,3.415748788757777987e+00,3.010767767322893640e+00,3.161592235452237887e+00,3.069718274066148389e+00,2.729771258680850465e+00,3.300392440675420147e+00,3.385254653193964458e+00
2.913576498021200223e+00,3.033260041439955756e+00,2.897168814800956227e+00,2.918849963478233889e+00,3.084724651913049343e+00,-4.222819235849620156e+01,3.152057836706498861e+00,3.063819418662978578e+00,2.941788818616229761e+00,2.828907372438342449e+00,3.733847104468395628e+00,3.152271275451647092e+00,3.848942085846135619e+00,4.335020794310372239e+00,3.391167202737172204e+00,3.251703956869736345e+00,4.016005614925177269e+00,3.297499116320051549e+00,3.278611901444334897e+00,3.708018880045814036e+00,3.041469066080223271e+00,2.771510955693237577e+00,3.090711826928978390e+00,3.411924601215551078e+00,2.885269580918248700e+00,3.188798495576242509e+00,3.110821789267119719e+00,2.734535180738587812e+00,3.186229214089948414e+00,3.253836562974409929e+00
3.052498239372170019e+00,3.105093345740366217e+00,3.052549535974607764e+00,3.060568162391689384e+00,3.131200283174067067e+00,3.152057836706498861e+00,-4.237129036401735505e+01,3.077012046337228579e+00,2.824187385879644019e+00,2.755112277106834817e+00,3.680305019808643774e+00,3.038001404585332743e+00,3.775961772580808784e+00,4.297579937938976968e+00,3.261403416304899494e+00,3.091622183102637145e+00,3.857466080919785156e+00,3.159209736698707971e+00,3.168023396172134909e+00,3.569553037565324161e+00,3.017261904211449242e+00,2.678030401676024574e+00,3.078101194045845368e+00,3.396344215948996492e+00,2.744958474158452510e+00,3.057221486477976313e+00,3.093471793602872832e+00,2.727051409240619506e+00,3.054738631863207488e+00,3.130447451183896668e+00
3.040877814701747894e+00,3.030207175417792165e+00,3.043666914419290492e+00,3.053134031900041734e+00,3.068446660998443321e+00,3.063819418662978578e+00,3.077012046337228579e+00,-4.244136106391145802e+01,2.776181853828565416e+00,2.737905273236132864e+00,3.651227864547884394e+00,2.981877463777792947e+00,3.733142611602473071e+00,4.272549451587893010e+00,3.215399731143608442e+00,3.079975537071843128e+00,3.848042687280154972e+00,3.098157444288721862e+00,3.123677164618454682e+00,3.549315055033300581e+00,3.021608977738889479e+00,2.606537894323744275e+00,3.073696458695808431e+00,3.395579822561236583e+00,2.704231590609111890e+00,2.988248807123623507e+00,3.003753160783598553e+00,2.725141642387414187e+00,3.013058823917416085e+00,3.078221424601520262e+00
2.784002864624810059e+00,2.987625760579895484e+00,2.776594037168240270e+00,2.798773003104628287e+00,3.080414304657520752e+00,2.941788818616229761e+00,2.824187385879644019e+00,2.776181853828565416e+00,-4.207059045330009894e+01,3.056491094028665145e+00,3.802380318254287239e+00,3.311121885696109324e+00,3.896316394464824029e+00,4.375365970494289769e+00,3.557145222848614452e+00,3.346303033091657220e+00,4.087613319756865593e+00,3.359936020981194815e+00,3.415481698227107898e+00,3.876297489582147371e+00,3.040670020234770732e+00,2.857044317326822735e+00,3.080916107680513605e+00,3.420335729381819512e+00,2.969923233906920146e+00,3.170130487274416708e+00,3.086854818877984741e+00,2.720140648241450521e+00,3.321925408063439278e+00,3.385843689159020897e+00
2.792167148847898517e+00,2.980933065238326130e+00,2.779760652980588276e+00,2.794832439594817863e+00,3.000535051591460167e+00,2.828907372438342449e+00,2.755112277106834817e+00,2.737905273236132864e+00,3.056491094028665145e+00,-4.204231997459168468e+01,3.826178762054644800e+00,3.308106890626567598e+00,3.890215040759995802e+00,4.402404500602155935e+00,3.562372503697556425e+00,3.330570044237830984e+00,4.093144851632453118e+00,3.349089009966061070e+00,3.467795326316839066e+00,3.898324641163323889e+00,3.035075165086069227e+00,2.870314038448061211e+00,3.084414488072958704e+00,3.413554386104677540e+00,2.913390146125571789e+00,3.094577550792958043e+00,3.045339964590095150e+00,2.691750316733053872e+00,3.279486865483645985e+00,3.293292040138383392e+00
